customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-00176,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.81,1313.73,Yes
TC-00177,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.1,1981.03,No
TC-00178,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),19.02,309.14,No
TC-00179,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.03,5603.99,Yes
TC-00180,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.07,2498.95,Yes
TC-00181,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.61,1483.56,No
TC-00182,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,71.32,893.65,No
TC-00183,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.38,2173.18,Yes
TC-00184,Male,0,No,No,48,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.33,2234.33,Yes
TC-00185,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.91,1656.0,Yes
TC-00186,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,25.79,277.41,No
TC-00187,Female,1,No,Yes,59,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,74.61,4434.83,No
TC-00188,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114.08,7610.13,No
TC-00189,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),46.39,2913.71,No
TC-00190,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.92,457.85,No
TC-00191,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.92,3190.56,No
TC-00192,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.39,2626.92,No
TC-00193,Male,0,No,No,31,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,84.29,2583.34,Yes
TC-00194,Male,0,No,No,70,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.62,3774.52,No
TC-00195,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.23,1926.88,No
TC-00196,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.27,218.18,No
TC-00197,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.72,422.43,Yes
TC-00198,Female,1,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),97.78,3794.53,Yes
TC-00199,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),106.48,4396.62,No
TC-00200,Male,1,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.25,4640.67,No
TC-00201,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),69.99,3117.34,No
TC-00202,Female,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),87.16,3450.79,No
TC-00203,Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.09,73.42,No
TC-00204,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.41,632.43,Yes
TC-00205,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,33.92,389.08,No
TC-00206,Male,0,No,Yes,52,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.04,3196.94,No
TC-00207,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.7,2492.23,Yes
TC-00208,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.42,2095.23,Yes
TC-00209,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,26.92,795.33,No
TC-00210,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.83,5314.11,No
TC-00211,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,23.41,1420.82,Yes
TC-00212,Male,1,No,Yes,22,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,100.48,2176.21,No
TC-00213,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.68,566.06,No
TC-00214,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.66,1304.06,Yes
TC-00215,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.17,2368.55,No
TC-00216,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,67.56,1894.44,No
TC-00217,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.89,259.11,No
TC-00218,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.57,3512.46,Yes
TC-00219,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),95.74,3057.02,No
TC-00220,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),31.49,1365.27,No
TC-00221,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,108.28,6416.74,No
TC-00222,Male,1,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,40.12,1566.66,No
TC-00223,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.65,838.29,No
TC-00224,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),39.59,524.7,No
TC-00225,Female,1,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.56,5781.69,Yes
TC-00226,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47.95,1673.66,No
TC-00227,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),115.14,1491.17,No
TC-00228,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.79,5553.75,Yes
TC-00229,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,35.66,1025.03,No
TC-00230,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),73.38,4274.82,No
TC-00231,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),106.23,5398.45,No
TC-00232,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,74.17,2616.26,No
TC-00233,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.26,922.05,No
TC-00234,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.69,2970.27,No
TC-00235,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.48,531.89,No
TC-00236,Female,1,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.59,646.16,No
TC-00237,Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.73,2344.99,No
TC-00238,Female,1,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.11,2273.06,Yes
TC-00239,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.25,387.0,No
TC-00240,Female,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.38,2409.61,No
TC-00241,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),50.07,497.56,Yes
TC-00242,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,117.45,7854.63,No
TC-00243,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.62,3286.3,No
TC-00244,Male,1,No,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),101.39,1251.44,No
TC-00245,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.13,1979.62,No
TC-00246,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),34.86,1091.95,No
TC-00247,Male,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,102.68,4744.27,No
TC-00248,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.34,363.49,No
TC-00249,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.98,3084.12,No
TC-00250,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,78.64,137.7,No
TC-00251,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.35,612.47,No
TC-00252,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,20.63,688.99,No
TC-00253,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.58,4104.33,No
TC-00254,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.19,2207.69,Yes
TC-00255,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.41,2118.38,No
TC-00256,Male,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),77.76,1545.02,No
TC-00257,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.73,443.8,Yes
TC-00258,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.6,5067.17,No
TC-00259,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),66.11,2689.1,No
TC-00260,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),79.33,1863.42,No
TC-00261,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.71,3345.25,Yes
TC-00262,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),28.33,1117.14,No
TC-00263,Male,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.51,178.19,No
TC-00264,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.09,2868.26,No
TC-00265,Male,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.85,2524.03,No
TC-00266,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.17,2492.01,No
TC-00267,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,81.79,4091.27,No
TC-00268,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.68,65.56,No
TC-00269,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,99.08,1431.81,No
TC-00270,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.18,1367.83,No
TC-00271,Female,1,No,No,69,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.16,6556.47,No
TC-00272,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,99.74,3599.82,No
TC-00273,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.97,4269.96,No
TC-00274,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.33,3254.43,No
TC-00275,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),24.37,21.26,Yes
TC-00276,Female,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.77,2397.65,No
TC-00277,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),46.26,1460.57,No
TC-00278,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),27.27,1779.9,No
TC-00279,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.58,4551.99,No
TC-00280,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,31.97,645.3,No
TC-00281,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.64,619.32,No
TC-00282,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.85,1936.94,No
TC-00283,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,37.91,636.71,Yes
TC-00284,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,107.66,7078.99,No
TC-00285,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.16,266.36,Yes
TC-00286,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.64,1995.26,No
TC-00287,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,31.15,2051.55,No
TC-00288,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,82.45,2389.99,No
TC-00289,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.53,4726.61,No
TC-00290,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.42,3182.21,Yes
TC-00291,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.83,6231.66,No
TC-00292,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.9,3038.98,No
TC-00293,Male,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),37.91,2262.39,No
TC-00294,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.28,1745.54,No
TC-00295,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),73.74,2061.68,No
TC-00296,Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,58.38,3027.84,No
TC-00297,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,96.27,96.27,Yes
TC-00298,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),115.85,3817.56,Yes
TC-00299,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),27.48,1225.0,No
TC-00300,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.89,1258.12,Yes
TC-00301,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.95,3838.24,No
TC-00302,Male,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,49.52,1716.88,Yes
TC-00303,Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,54.3,3197.71,No
TC-00304,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.48,2225.64,No
TC-00305,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),113.36,7197.18,No
TC-00306,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),111.89,635.53,No
TC-00307,Female,1,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.56,1571.23,No
TC-00308,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,105.14,3872.99,No
TC-00309,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,76.65,76.65,No
TC-00310,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,60.11,2541.22,No
TC-00311,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,102.55,3100.71,No
TC-00312,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),98.04,3440.31,No
TC-00313,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.93,3656.78,Yes
TC-00314,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.07,1854.81,No
TC-00315,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.25,1853.37,Yes
TC-00316,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),49.84,142.87,No
TC-00317,Male,0,No,Yes,57,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.05,4920.05,No
TC-00318,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.2,6458.79,No
TC-00319,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.05,201.33,No
TC-00320,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.55,1918.92,No
TC-00321,Female,1,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.07,3209.89,No
TC-00322,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),31.18,1377.7,No
TC-00323,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.05,289.12,No
TC-00324,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.94,1415.5,No
TC-00325,Female,0,Yes,No,30,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,74.83,2251.43,No
TC-00326,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,18.6,37.42,No
TC-00327,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.26,5355.69,No
TC-00328,Male,1,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.85,1059.14,No
